coin,name,networkList
GOS,Game of Soles,"[{'coin': 'GOS', 'depositDesc': 'Deposit is prohibited (forced deposit may result in asset loss)', 'depositEnable': False, 'minConfirm': 12, 'name': 'Game of Soles', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '4000000', 'withdrawMin': '1', 'sameAddress': False, 'contract': '0x743E22c8cd29b79Bdf13c7be3A7b6383673C0A13', 'withdrawTips': None, 'depositTips': None}]"
ALYA,ALYATTES,"[{'coin': 'ALYA', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 12, 'name': 'ALYATTES', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '1200000', 'withdrawMin': '1', 'sameAddress': False, 'contract': '0x49a9F9A2271d8c5dA44C57e7102ACA79C222F4A9', 'withdrawTips': 'Please note that there will be an additional 5% fee for each transfer of ALYA to the official smart contract.', 'depositTips': 'Please note that there will be an additional 5% fee for each transfer of ALYA to the official smart contract.'}]"
SHIRYO,Shiryo,"[{'coin': 'SHIRYO', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 64, 'name': 'Shiryo', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '10044687607432', 'withdrawIntegerMultiple': None, 'withdrawMax': '40000000000000000', 'withdrawMin': '11416273468267.2', 'sameAddress': False, 'contract': '0x1E2F15302B90EddE696593607b6bD444B64e8F02', 'withdrawTips': 'Please note that there will be an additional 10% fee for each transfer of SHIRYO to the official smart contract.', 'depositTips': 'Please note that SHIRYO will charge a 20% fee for each deposit (including 10% for transfer to official smart contracts and 10% for funds pooling on the platform).'}]"
GOV,SubDAO,"[{'coin': 'GOV', 'depositDesc': 'Deposit is prohibited (forced deposit may result in asset loss)', 'depositEnable': False, 'minConfirm': 64, 'name': 'SubDAO', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '6600000', 'withdrawMin': '1', 'sameAddress': False, 'contract': '0x274e7eb07b485cfde53d02270555213447570ac6', 'withdrawTips': None, 'depositTips': None}]"
BSCPAD,BSCPAD,"[{'coin': 'BSCPAD', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 12, 'name': 'BSCPAD', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '3', 'withdrawIntegerMultiple': None, 'withdrawMax': '2600000', 'withdrawMin': '3.6', 'sameAddress': False, 'contract': '0x5a3010d4d8d3b5fb49f8b6e57fb9e48063f16700', 'withdrawTips': None, 'depositTips': None}]"
PAC,PAC Protocol,"[{'coin': 'PAC', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 15, 'name': 'PAC Protocol', 'network': 'PAC', 'withdrawEnable': True, 'withdrawFee': '100', 'withdrawIntegerMultiple': None, 'withdrawMax': '1300000000', 'withdrawMin': '200', 'sameAddress': False, 'contract': '', 'withdrawTips': None, 'depositTips': None}]"
OMNOM,Doge Eat Doge,"[{'coin': 'OMNOM', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 60, 'name': 'Doge Eat Doge', 'network': 'Dogechain(DC)', 'withdrawEnable': True, 'withdrawFee': '3300000', 'withdrawIntegerMultiple': None, 'withdrawMax': '130000000000000', 'withdrawMin': '6000000', 'sameAddress': False, 'contract': '0xe3fcA919883950c5cD468156392a6477Ff5d18de', 'withdrawTips': None, 'depositTips': None}]"
SOULS,The Unfettered Souls,"[{'coin': 'SOULS', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 300, 'name': 'The Unfettered Souls', 'network': 'Polygon(MATIC)', 'withdrawEnable': True, 'withdrawFee': '95', 'withdrawIntegerMultiple': None, 'withdrawMax': '20000000', 'withdrawMin': '200', 'sameAddress': False, 'contract': '0xefCFEce12A99d1DbBf6F3264ee97F8C045e97F1f', 'withdrawTips': None, 'depositTips': None}]"
MINTI,Minti,"[{'coin': 'MINTI', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 64, 'name': 'Minti', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '50', 'withdrawIntegerMultiple': None, 'withdrawMax': '2000000', 'withdrawMin': '100', 'sameAddress': False, 'contract': '0x7dE7bAa83766D413D7fE382e14c72178CC5695a3', 'withdrawTips': None, 'depositTips': None}]"
PAI,Pchain,"[{'coin': 'PAI', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 64, 'name': 'Pchain', 'network': 'Ethereum(ERC20)', 'withdrawEnable': False, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '5000000', 'withdrawMin': '100', 'sameAddress': False, 'contract': '0xb9bb08ab7e9fa0a1356bd4a39ec0ca267e03b0b3', 'withdrawTips': None, 'depositTips': None}]"
PAT,Patrick,"[{'coin': 'PAT', 'depositDesc': 'Deposit suspended due to wallet maintenance', 'depositEnable': False, 'minConfirm': 64, 'name': 'Patrick', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '1428571428.571428', 'withdrawMin': '1', 'sameAddress': False, 'contract': '0xdd78B3E430361560A70B9CBB7d98d961f0428b61', 'withdrawTips': None, 'depositTips': None}]"
LADYS,Milady Meme Coin,"[{'coin': 'LADYS', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 64, 'name': 'Milady Meme Coin', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '220771409', 'withdrawIntegerMultiple': None, 'withdrawMax': '2000000000000', 'withdrawMin': '570561696', 'sameAddress': False, 'contract': '0x12970E6868f88f6557B76120662c1B3E50A646bf', 'withdrawTips': '', 'depositTips': ''}]"
DVDX,Derived,"[{'coin': 'DVDX', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 12, 'name': 'Derived', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '140000000', 'withdrawMin': '108', 'sameAddress': False, 'contract': '0x4b4135a99775368f349b6f904808b648a9948393', 'withdrawTips': None, 'depositTips': None}]"
PAW,PAWZONE,"[{'coin': 'PAW', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 64, 'name': 'PAWZONE', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '1579866', 'withdrawIntegerMultiple': None, 'withdrawMax': '28000000000', 'withdrawMin': '1750605.6', 'sameAddress': False, 'contract': '0x1AA51bc7eb181ce48CE626Bf62f8956Fa9555136', 'withdrawTips': ""The token name of PAWZONE (PAW)  is PAW in MEXC Global; The last digits of the token's contract address are 5136, please make sure they're correct before taking action."", 'depositTips': ""The token name of PAWZONE (PAW)  is PAW in MEXC Global; The last digits of the token's contract address are 5136, please make sure they're correct before taking action.""}]"
PAZ,Pararium,"[{'coin': 'PAZ', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 100, 'name': 'Pararium', 'network': 'Solana(SOL)', 'withdrawEnable': True, 'withdrawFee': '45', 'withdrawIntegerMultiple': None, 'withdrawMax': '1333333', 'withdrawMin': '60', 'sameAddress': False, 'contract': '9BYsCifqrsN1AL1BpXaQv6HWgNZcgYZ5Hgqos7xfd1ji', 'withdrawTips': 'Due to network congestion of the Solana chain, it might take longer time to process withdrawal requests. Please confirm before proceeding.', 'depositTips': None}]"
MCCHEESE,Mayor McCheese,"[{'coin': 'MCCHEESE', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 100, 'name': 'Mayor McCheese', 'network': 'Arbitrum One(ARB)', 'withdrawEnable': True, 'withdrawFee': '3', 'withdrawIntegerMultiple': None, 'withdrawMax': '2000000', 'withdrawMin': '10', 'sameAddress': False, 'contract': '0x6658394CA08b855De82e15A8002A8D1c4f0d05d9', 'withdrawTips': None, 'depositTips': None}]"
GPT,CryptoGPT,"[{'coin': 'GPT', 'depositDesc': 'Deposit suspended due to wallet maintenance', 'depositEnable': False, 'minConfirm': 12, 'name': 'CryptoGPT', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': False, 'withdrawFee': '8', 'withdrawIntegerMultiple': None, 'withdrawMax': '12000000', 'withdrawMin': '20', 'sameAddress': False, 'contract': '', 'withdrawTips': None, 'depositTips': None}]"
XRD,Radix,"[{'coin': 'XRD', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 500, 'name': 'Radix', 'network': 'XRD', 'withdrawEnable': True, 'withdrawFee': '6', 'withdrawIntegerMultiple': None, 'withdrawMax': '6000000', 'withdrawMin': '10', 'sameAddress': False, 'contract': '', 'withdrawTips': None, 'depositTips': None}, {'coin': 'XRD', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 64, 'name': 'Radix', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '120', 'withdrawIntegerMultiple': None, 'withdrawMax': '4000000', 'withdrawMin': '366', 'sameAddress': False, 'contract': '0x6468e79A80C0eaB0F9A2B574c8d5bC374Af59414', 'withdrawTips': None, 'depositTips': None}]"
DEBT,The Debt Box,"[{'coin': 'DEBT', 'depositDesc': 'Deposit suspended due to wallet maintenance', 'depositEnable': False, 'minConfirm': 12, 'name': 'The Debt Box', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '10000', 'withdrawMin': '1', 'sameAddress': False, 'contract': '0xC632F90affeC7121120275610BF17Df9963F181c', 'withdrawTips': None, 'depositTips': None}]"
XRP,Ripple,"[{'coin': 'XRP', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 30, 'name': 'Ripple', 'network': 'Ripple(XRP)', 'withdrawEnable': True, 'withdrawFee': '0.25', 'withdrawIntegerMultiple': None, 'withdrawMax': '1000000', 'withdrawMin': '11', 'sameAddress': True, 'contract': '', 'withdrawTips': None, 'depositTips': 'Address and Memo/Tag need to fill up at the same time to deposit XRP successfully.'}]"
TMTOLD,TopManager Token,"[{'coin': 'TMTOLD', 'depositDesc': 'Deposit suspended due to wallet maintenance', 'depositEnable': False, 'minConfirm': 12, 'name': 'TopManager Token', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': False, 'withdrawFee': '100', 'withdrawIntegerMultiple': None, 'withdrawMax': '20000000', 'withdrawMin': '200', 'sameAddress': False, 'contract': '0x4803ac6b79f9582f69c4fa23c72cb76dd1e46d8d', 'withdrawTips': None, 'depositTips': None}]"
ITSB,ITSBLOC,"[{'coin': 'ITSB', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 500, 'name': 'ITSBLOC', 'network': 'Polygon(MATIC)', 'withdrawEnable': True, 'withdrawFee': '6', 'withdrawIntegerMultiple': None, 'withdrawMax': '36000000', 'withdrawMin': '20', 'sameAddress': False, 'contract': '0x998013798440d44C1dD4c767bdD9580E16E46e28', 'withdrawTips': None, 'depositTips': None}]"
XRT,Robonomics,"[{'coin': 'XRT', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 64, 'name': 'Robonomics', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '5000', 'withdrawMin': '0.12', 'sameAddress': False, 'contract': '0x7de91b204c1c737bcee6f000aaa6569cf7061cb7', 'withdrawTips': None, 'depositTips': None}]"
SATOX,Satoxcoin,"[{'coin': 'SATOX', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 100, 'name': 'Satoxcoin', 'network': 'Satoxcoin(SATOX)', 'withdrawEnable': True, 'withdrawFee': '20', 'withdrawIntegerMultiple': None, 'withdrawMax': '40000000', 'withdrawMin': '40', 'sameAddress': False, 'contract': '', 'withdrawTips': None, 'depositTips': None}]"
ABOND1,ABOND,"[{'coin': 'ABOND1', 'depositDesc': 'Deposit suspended due to wallet maintenance', 'depositEnable': False, 'minConfirm': 12, 'name': 'ABOND', 'network': 'NONE', 'withdrawEnable': False, 'withdrawFee': '10', 'withdrawIntegerMultiple': None, 'withdrawMax': '2000000', 'withdrawMin': '20', 'sameAddress': False, 'contract': '', 'withdrawTips': None, 'depositTips': None}]"
PBR,PolkaBridge,"[{'coin': 'PBR', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 64, 'name': 'PolkaBridge', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '82', 'withdrawIntegerMultiple': None, 'withdrawMax': '5000000', 'withdrawMin': '100', 'sameAddress': False, 'contract': '0x298d492e8c1d909d3f63bc4a36c66c64acb3d695', 'withdrawTips': ""The last digits of the token's contract address are d695, please make sure they're correct before taking action."", 'depositTips': ""The last digits of the token's contract address are d695, please make sure they're correct before taking action.""}]"
H2O,H2O,"[{'coin': 'H2O', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 64, 'name': 'H2O', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '700000', 'withdrawMin': '1', 'sameAddress': False, 'contract': '0x0642026E7f0B6cCaC5925b4E7Fa61384250e1701', 'withdrawTips': None, 'depositTips': None}]"
PBX,Probinex,"[{'coin': 'PBX', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 12, 'name': 'Probinex', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '5', 'withdrawIntegerMultiple': None, 'withdrawMax': '2000000', 'withdrawMin': '20', 'sameAddress': False, 'contract': '0xA177BdD433AEa3702beb46652aDcFc64248d4aB3', 'withdrawTips': None, 'depositTips': None}]"
EMPIREOLD,Empire Token,"[{'coin': 'EMPIREOLD', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 18, 'name': 'Empire Token', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '97000000', 'withdrawMin': '2', 'sameAddress': False, 'contract': '0x293C3Ee9ABaCb08BB8ceD107987F00EfD1539288', 'withdrawTips': 'Each EMPIRE transfer will be charged an additional 10% fee by the official smart contract. Please confirm before depositing.', 'depositTips': 'Each EMPIRE transfer will be charged an additional 10% fee by the official smart contract. Please confirm before depositing.'}]"
XAIGROK,XAIGROK,"[{'coin': 'XAIGROK', 'depositDesc': 'Deposit suspended due to wallet maintenance', 'depositEnable': False, 'minConfirm': 64, 'name': 'XAIGROK', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '5530000000', 'withdrawIntegerMultiple': None, 'withdrawMax': '130000000000000', 'withdrawMin': '6000000000', 'sameAddress': False, 'contract': '0x718Dab2C7bBD2D9503Dc1Ce1dbC215aBC41a3545', 'withdrawTips': None, 'depositTips': None}]"
PCE,Clean Energy,"[{'coin': 'PCE', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 12, 'name': 'Clean Energy', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '22542', 'withdrawIntegerMultiple': None, 'withdrawMax': '1330000000', 'withdrawMin': '30064', 'sameAddress': False, 'contract': '0x5b044A447271f2B981DB555b49A7847598B0a05C', 'withdrawTips': None, 'depositTips': None}]"
EMPIRE,Empire Token,"[{'coin': 'EMPIRE', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 64, 'name': 'Empire Token', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '22217', 'withdrawIntegerMultiple': None, 'withdrawMax': '85000000', 'withdrawMin': '22966.8', 'sameAddress': False, 'contract': '0x9A2Af0AbB12bee5369B180976Be01E8c80D0e7B6', 'withdrawTips': '', 'depositTips': ''}]"
DECENFI,DecenFi,"[{'coin': 'DECENFI', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 12, 'name': 'DecenFi', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '202017', 'withdrawIntegerMultiple': None, 'withdrawMax': '100000000000', 'withdrawMin': '255446.4', 'sameAddress': False, 'contract': '0xbeAfb3262FaC740fDB5ae40393d88884AD6D8BDd', 'withdrawTips': ""The token name of DecenFi (DFI) is DECENFI in MEXC; The last digits of the token's contract address are 8BDd, please make sure they're correct before taking action."", 'depositTips': ""The token name of DecenFi (DFI) is DECENFI in MEXC; The last digits of the token's contract address are 8BDd, please make sure they're correct before taking action.""}]"
3D3D,3d3d,"[{'coin': '3D3D', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 64, 'name': '3d3d', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '38752034733', 'withdrawIntegerMultiple': None, 'withdrawMax': '10000000000000', 'withdrawMin': '50000000000', 'sameAddress': False, 'contract': '0xFE60FbA03048EfFB4aCf3f0088Ec2f53d779D3BB', 'withdrawTips': None, 'depositTips': None}]"
GRE,GREENETH,"[{'coin': 'GRE', 'depositDesc': 'Deposit is prohibited (forced deposit may result in asset loss)', 'depositEnable': False, 'minConfirm': 64, 'name': 'GREENETH', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '400000000000', 'withdrawMin': '20000000', 'sameAddress': False, 'contract': '0xf792e5E95C5d08173b8Fe0307473F8b9486F2d88', 'withdrawTips': None, 'depositTips': None}]"
PCR,Paycer Protocol,"[{'coin': 'PCR', 'depositDesc': 'Deposit suspended due to wallet maintenance', 'depositEnable': False, 'minConfirm': 500, 'name': 'Paycer Protocol', 'network': 'Polygon(MATIC)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '300000000', 'withdrawMin': '1', 'sameAddress': False, 'contract': '0xa6083abe845fbB8649d98B8586cBF50b7f233612', 'withdrawTips': None, 'depositTips': None}]"
PCT,Party-Cats,"[{'coin': 'PCT', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 12, 'name': 'Party-Cats', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '299', 'withdrawIntegerMultiple': None, 'withdrawMax': '1000000', 'withdrawMin': '478.8', 'sameAddress': False, 'contract': '0x857859EcF32f78b0620D416e64Cc72EEBd28E661', 'withdrawTips': None, 'depositTips': None}]"
PCX,ChainX,"[{'coin': 'PCX', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 30, 'name': 'ChainX', 'network': 'PCX', 'withdrawEnable': True, 'withdrawFee': '0.001', 'withdrawIntegerMultiple': None, 'withdrawMax': '40000000', 'withdrawMin': '0.02', 'sameAddress': False, 'contract': '', 'withdrawTips': None, 'depositTips': None}]"
GRO,Gro DAO Toke,"[{'coin': 'GRO', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 64, 'name': 'Gro DAO Toke', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '420000', 'withdrawMin': '4', 'sameAddress': False, 'contract': '0x3ec8798b81485a254928b70cda1cf0a2bb0b74d7', 'withdrawTips': None, 'depositTips': None}]"
TROVE,Arbitrove Governanc,"[{'coin': 'TROVE', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 100, 'name': 'Arbitrove Governanc', 'network': 'Arbitrum One(ARB)', 'withdrawEnable': True, 'withdrawFee': '4', 'withdrawIntegerMultiple': None, 'withdrawMax': '3500000', 'withdrawMin': '10', 'sameAddress': False, 'contract': '0x982239D38Af50B0168dA33346d85Fb12929c4c07', 'withdrawTips': None, 'depositTips': None}]"
LUMI,LumiShare,"[{'coin': 'LUMI', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 12, 'name': 'LumiShare', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '7', 'withdrawIntegerMultiple': None, 'withdrawMax': '1333333', 'withdrawMin': '14', 'sameAddress': False, 'contract': '0x9d6DF568D4D3E619B99a5f988ac7b2bCc3408753', 'withdrawTips': None, 'depositTips': None}]"
SOLARX,SolarX,"[{'coin': 'SOLARX', 'depositDesc': 'Deposit suspended as project upgrade is in progress', 'depositEnable': False, 'minConfirm': 300, 'name': 'SolarX', 'network': 'Polygon(MATIC)', 'withdrawEnable': True, 'withdrawFee': '10', 'withdrawIntegerMultiple': None, 'withdrawMax': '2000000', 'withdrawMin': '20', 'sameAddress': False, 'contract': '0x6D295DA283c4C0658EAfe608e4145e8a86777B88', 'withdrawTips': None, 'depositTips': None}]"
GRT,Graph Token,"[{'coin': 'GRT', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 64, 'name': 'Graph Token', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '85', 'withdrawIntegerMultiple': None, 'withdrawMax': '1380000', 'withdrawMin': '120', 'sameAddress': False, 'contract': '0xc944e90c64b2c07662a292be6244bdf05cda44a7', 'withdrawTips': None, 'depositTips': None}]"
GRV,GroveC,"[{'coin': 'GRV', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 12, 'name': 'GroveC', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '2', 'withdrawIntegerMultiple': None, 'withdrawMax': '640000', 'withdrawMin': '2.4', 'sameAddress': False, 'contract': '0xF33893DE6eB6aE9A67442E066aE9aBd228f5290c', 'withdrawTips': '', 'depositTips': ''}, {'coin': 'GRV', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 64, 'name': 'GroveC', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '86', 'withdrawIntegerMultiple': None, 'withdrawMax': '1500000', 'withdrawMin': '103.2', 'sameAddress': False, 'contract': '0xF33893DE6eB6aE9A67442E066aE9aBd228f5290c', 'withdrawTips': None, 'depositTips': None}]"
MGOD,MetaGods,"[{'coin': 'MGOD', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 12, 'name': 'MetaGods', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '18000000', 'withdrawMin': '1', 'sameAddress': False, 'contract': '0x10a12969cb08a8d88d4bfb5d1fa317d41e0fdab3', 'withdrawTips': None, 'depositTips': None}]"
ECELL,ECELL,"[{'coin': 'ECELL', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 64, 'name': 'ECELL', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '110000000', 'withdrawMin': '400', 'sameAddress': False, 'contract': '0x9b62ec1453cea5dde760aaf662048ca6eeb66e7f', 'withdrawTips': None, 'depositTips': None}]"
XTM,Torum,"[{'coin': 'XTM', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 12, 'name': 'Torum', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '16', 'withdrawIntegerMultiple': None, 'withdrawMax': '10000000', 'withdrawMin': '30', 'sameAddress': False, 'contract': '0x443cAb9583B83eAA7A712c9D64525E57E2a7eB3f', 'withdrawTips': None, 'depositTips': None}]"
KASTA,KASTA,"[{'coin': 'KASTA', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 500, 'name': 'KASTA', 'network': 'Polygon(MATIC)', 'withdrawEnable': True, 'withdrawFee': '2', 'withdrawIntegerMultiple': None, 'withdrawMax': '7700000', 'withdrawMin': '20', 'sameAddress': False, 'contract': '0x235737dbb56e8517391473f7c964db31fa6ef280', 'withdrawTips': None, 'depositTips': None}]"
XTS,X-Travel Space,"[{'coin': 'XTS', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 100, 'name': 'X-Travel Space', 'network': 'Arbitrum One(ARB)', 'withdrawEnable': True, 'withdrawFee': '1000', 'withdrawIntegerMultiple': None, 'withdrawMax': '200000000', 'withdrawMin': '2000', 'sameAddress': False, 'contract': '0x9c7049D2dDbda7DF5da9A9069926F517d2D9e6Ff', 'withdrawTips': None, 'depositTips': None}]"
GROKAPI,GROKAPI,"[{'coin': 'GROKAPI', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 12, 'name': 'GROKAPI', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '268127', 'withdrawIntegerMultiple': None, 'withdrawMax': '36000000000', 'withdrawMin': '318122.4', 'sameAddress': False, 'contract': '0x637D0aEd32F57dda32a1B6f25ef63E32C49052fb', 'withdrawTips': None, 'depositTips': None}]"
GSG,Gamesta,"[{'coin': 'GSG', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 300, 'name': 'Gamesta', 'network': 'Polygon(MATIC)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '1875000', 'withdrawMin': '10', 'sameAddress': False, 'contract': '0x778949e707A0eb6c32ca20b1F9E0Db9685d18024', 'withdrawTips': None, 'depositTips': None}]"
SWDTKN,Swords of Blood,"[{'coin': 'SWDTKN', 'depositDesc': 'Deposit is prohibited (forced deposit may result in asset loss)', 'depositEnable': False, 'minConfirm': 300, 'name': 'Swords of Blood', 'network': 'Polygon(MATIC)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '20000000', 'withdrawMin': '200', 'sameAddress': False, 'contract': '0x968B493a2B27D03Dad92B9eA1e2E8232a72c9C2C', 'withdrawTips': None, 'depositTips': None}]"
LUNC,Terra Classic,"[{'coin': 'LUNC', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 30, 'name': 'Terra Classic', 'network': 'LUNC', 'withdrawEnable': True, 'withdrawFee': '9000', 'withdrawIntegerMultiple': None, 'withdrawMax': '1300000000', 'withdrawMin': '10000', 'sameAddress': True, 'contract': '', 'withdrawTips': 'The LUNC address has been changed to Memo format.', 'depositTips': 'Please note that LUNC will charge a 1% fee for each deposit (including 0.5% for transfer to official smart contracts and 0.5% for funds pooling on the platform).\nThe LUNC address has been changed to Memo format. Address and Memo/Tag need to fill up at the same time to deposit LUNC successfully.'}]"
XTZ,Tezos,"[{'coin': 'XTZ', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 6, 'name': 'Tezos', 'network': 'XTZ', 'withdrawEnable': True, 'withdrawFee': '0.1', 'withdrawIntegerMultiple': None, 'withdrawMax': '260000', 'withdrawMin': '6', 'sameAddress': False, 'contract': '', 'withdrawTips': None, 'depositTips': None}]"
LUNA,Terra,"[{'coin': 'LUNA', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 30, 'name': 'Terra', 'network': 'Terra(LUNA)', 'withdrawEnable': True, 'withdrawFee': '0.1', 'withdrawIntegerMultiple': None, 'withdrawMax': '2000000000', 'withdrawMin': '5', 'sameAddress': True, 'contract': '', 'withdrawTips': 'The token is currently the new LUNA of Terra 2.0. The old version of LUNA has been renamed to LUNC. Please confirm before proceeding.', 'depositTips': 'You will not need to fill in the memo to deposit to this address. Please top up without any worry.'}]"
AURORA,Aurora,"[{'coin': 'AURORA', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 64, 'name': 'Aurora', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '71', 'withdrawIntegerMultiple': None, 'withdrawMax': '1250000', 'withdrawMin': '100', 'sameAddress': False, 'contract': '0xaaaaaa20d9e0e2461697782ef11675f668207961', 'withdrawTips': None, 'depositTips': None}]"
